bird-song,pl-knn-2005,0,0.789395,0.677000,0.758679,0.630453
bird-song,pl-knn-2005,1,0.788894,0.684000,0.758494,0.638199
bird-song,pl-knn-2005,2,0.782141,0.698000,0.750165,0.652980
bird-song,pl-knn-2005,3,0.778695,0.662663,0.746918,0.615122
bird-song,pl-knn-2005,4,0.790448,0.699700,0.759324,0.657522
