cifar100,vi-ablation,0,0.840271,0.444900,0.837104,0.441505
cifar100,vi-ablation,1,0.849636,0.463700,0.846662,0.460542
cifar100,vi-ablation,2,0.847294,0.461800,0.844284,0.458597
cifar100,vi-ablation,3,0.814516,0.420400,0.810891,0.416907
cifar100,vi-ablation,4,0.865765,0.496200,0.863128,0.493210
