msrc-v2,valen-2021,0,0.630156,0.497159,0.600495,0.452440
msrc-v2,valen-2021,1,0.632290,0.539773,0.602846,0.499876
msrc-v2,valen-2021,2,0.625178,0.463068,0.594786,0.413514
msrc-v2,valen-2021,3,0.636105,0.501425,0.608018,0.457424
msrc-v2,valen-2021,4,0.653873,0.504274,0.627211,0.460594
